Title,Year,Runtime,Actors,IMDB Rating,Metascore,IMDB Votes,Box Office,Description,Tagline,Budget,Revenue,TMDB Rating,Vote Count,Month,Day,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Approved,G,GP,M,M/PG,NC-17,Not Rated,PG,PG-13,R,TV-MA,Unrated,Top_Production_Company,Top_Director,Top_Writer,Domestic,International,English_Language,Other_Language,Oscars_Won,Oscars_Nominated,Wins,Nominations
School of Rock,2003,109,"Jack Black, Mike White, Joan Cusack",7.2,82.0,345565,81261177.0,"After being kicked out of his rock band, guitarist slacker Dewey Finn faces a mountain of debts and depression. He shares an apartment with his best friend, Ned Schneebly, an old band member who is now a substitute teacher. Dewey accepts a job as a substitute teacher at a snobbish private elementary school where his attitude and hijinks have a powerful result on his students. He learns they are talented young musicians, and he decides to form a rock band with them to win the $10,000 prize money in a local band contest. Once Dewey wins a competition called ""Battle of the Bands"", the prize money would solve his financial problems and put him back in the rock music spotlight.",He just landed the gig of his life: 5th grade.,35000000,131100000,7.086,5829,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,8,24
Legends of the Fall,1995,133,"Brad Pitt, Anthony Hopkins, Aidan Quinn",7.5,45.0,191415,66638883.0,"In early twentieth century Montana, Colonel William Ludlow (Sir Anthony Hopkins) lives in the wilderness with his sons, Tristan (Brad Pitt), Alfred (Aidan Quinn), and Samuel (Henry Thomas). Eventually, the unconventional, but close-knit, family encounters tragedy when Samuel is killed in World War I. Tristan and Alfred survive their tours of duty, but, soon after they return home, both men fall for Samuel's gorgeous fiancée, Susannah (Julia Ormond), and their intense rivalry begins to destroy the family.",After the Fall from Innocence the Legend begins.,30000000,160638883,7.392,2691,1,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,3,11
Jumanji: The Next Level,2019,123,"Dwayne Johnson, Jack Black, Kevin Hart",6.6,58.0,302010,320314960.0,"The gang is back but the game has changed. As they return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored, from the arid deserts to the snowy mountains, in order to escape the world's most dangerous game.",Everything will change.,125000000,801693929,6.893,8956,12,13,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2,10
Sleepers,1996,147,"Robert De Niro, Kevin Bacon, Brad Pitt",7.5,49.0,244665,53315285.0,"As children, Lorenzo Carcaterra - Shakes to his friends - Michael Sullivan, Tommy Marcano, and John Reilly were inseparable. They grew up in Hell's Kitchen, a far from perfect neighborhood, one filled as Shakes says with scams and shake downs, but one where the rules were known and easily understood by its residents. The one adult who they admired was Father Bobby Carelli, who understood them as kids more than most adults and more than he himself would like to admit. In 1967, their lives would change forever when a typical teenage prank went wrong which led to the four of them being sentenced to various terms at Wilkinson Home for Boys, a reformatory. There, they were physically, emotionally and sexually abused primarily by Sean Nokes, the predatory lead guard of their cell block, and fellow guards Ralph Ferguson, Henry Addison, and Adam Styler, although there were other decent figures of authority at the home, including a few other guards. Their time at the home affected the four, not all who were able to emerge from the experience to regroup their lives. In their want to forget about the experience, they made a vow not to talk about it either between themselves or with others. Fast forward thirteen years, with Tommy and Johnny being career criminals, Michael an assistant district attorney and Shakes a newspaper writer, their friendship on the surface more loose than it was when they were children. When Tommy and John unexpectedly spot Nokes at a local restaurant, it leads to Shakes and Michael banding together to exact revenge not only on Nokes but all four of the guards who abused them. Michael had long mapped out a plan even before Tommy and John saw Nokes, but that sighting and its aftermath alters the plan. Beyond the precarious position Tommy and John place themselves into, Michael has the most to lose even if the plan succeeds. Most of the plan implementation is left to Shakes who has to enlist the machine of Hell's Kitchen, including mob boss King Benny, and their childhood friend, social worker Carol Martinez, who currently is John's girlfriend. Beyond co-opting aging lawyer Danny Snyder, who admits he may not be the best choice as an alcoholic who is no longer near the top of his game, the plan is threatened by a key piece, the need for an unreproachable figure to perjure him or herself, that person who Michael and Shakes hopes will be Father Bobby. Father Bobby, even if he knew of the abuse, may not be able to do his friends this enormous favor of an illegal nature, he who has to balance the morality of the situation in his own mind in deciding what to do.",Four friends have made a mistake that will change their lives forever.,44000000,165600000,7.602,3650,10,18,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,5
Jackie Brown,1997,154,"Pam Grier, Samuel L. Jackson, Robert Forster",7.5,62.0,388697,39673162.0,"The middle-aged stewardess Jackie Brown smuggles money from Mexico to Los Angeles for the arms dealer Ordell Robbie. When she gets caught by the agents Ray Nicolet and Mark Dargus with ten thousand dollars and cocaine in her purse, they propose a deal to her to help them to arrest Ordell in exchange of her freedom. Meanwhile Ordell asks the 56-year-old Max Cherry, who runs a bail bond business, to release Jackie Brown with the intention of eliminating her. Jackie suspects of Ordell's intention and plots a complicated confidence game with Max to steal half a million dollars from Ordell.",There's only one question... Who's playing who?,12000000,74727492,7.357,6590,12,25,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,9,24
Bad Boys for Life,2020,124,"Will Smith, Martin Lawrence, Vanessa Hudgens",6.5,59.0,191792,206305244.0,"Marcus and Mike have to confront new issues (career changes and midlife crises), as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.",Ride together. Die together.,90000000,426505244,7.131,8453,1,17,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,3,15
Men in Black,1997,98,"Tommy Lee Jones, Will Smith, Linda Fiorentino",7.3,72.0,644209,250690539.0,"Based off of the comic book. Unbeknownst to other people, there is a private agency code named MiB. This agency is some kind of extra terrestrial surveillance corporation. Then, one of the agency's finest men only going by the name ""K"" (Tommy Lee Jones) , is recruiting for a new addition to the agency. He has chosen James Edwards (Will Smith) of the N.Y.P.D. Then, one day, a flying saucer crashes into Earth. This was an alien a part of the ""Bug"" race. He takes the body of a farmer (Vincent D'Onofrio) and heads to New York. He is searching for a super energy source called ""The Galaxy"". Now, Agents J and K must stop the bug before it can escape with the galaxy.",Protecting the Earth from the scum of the universe.,90000000,589390539,7.212,14178,7,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,22,39
The Family Stone,2005,103,"Dermot Mulroney, Sarah Jessica Parker, Claire Danes",6.3,56.0,76311,60062868.0,"Everett Stone, who made it on Wall Street, returns home for Christmas with his new girlfriend, Meredith Morton. His ultra-liberal, anti-conventional rustic Connecticut family doesn't exactly warm to the outsider, who despite her best efforts to please the prospective in-laws, looks, sounds, and acts like the conservative bigots they hate, while various Stones have their own problems. Only matriarch Sibyl Stone's unshakable maverick other son Ben gives her a chance, and as Everett won't actively turn against either, she feels more supported by him and a weird romance blossoms. Feeling beleaguered, Meredith calls in help from her easygoing sister Julie, who proves no help to her but soon develops a chemistry with Everett, so everything may now shift if they dare follow their hearts.",Feel The Love,19000000,92884429,6.292,1008,12,16,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,4,8
Erin Brockovich,2000,131,"Julia Roberts, Albert Finney, David Brisbin",7.4,73.0,234108,125595205.0,"Erin Brockovich-Ellis is an unemployed single mother, desperate to find a job, but is having no luck. This losing streak even extends to a failed lawsuit against a doctor in a car accident she was in. With no alternative, she successfully browbeats her lawyer to give her a job in compensation for the loss. While no one takes her seriously, with her trashy clothes and earthy manners, that soon changes when she begins to investigate a suspicious real estate case involving the Pacific Gas &amp; Electric Company. What she discovers is that the company is trying quietly to buy land that was contaminated by hexavalent chromium, a deadly toxic waste that the company is improperly and illegally dumping and, in turn, poisoning the residents in the area. As she digs deeper, Erin finds herself leading point in a series of events that would involve her law firm in one of the biggest class action lawsuits in American history against a multi-billion dollar corporation.",She brought a small town to its feet and a huge company to its knees.,52000000,256271286,7.4,3377,3,17,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,33,59
Repo Man,1984,92,"Harry Dean Stanton, Emilio Estevez, Tracey Walter",6.8,82.0,42647,129000.0,"Frustrated punk rocker Otto quits his supermarket job after slugging a co-worker, and is later dumped by his girlfriend at a party. Wandering the streets in frustration, he is recruited in the repossession of a car by a repo agent. After discovering his parents have donated his college fund to a televangelist, he joins the repossession agency (Helping Hand Acceptance Corporation) as an apprentice ""repo man"". During his training, he is introduced into the mercenary and paranoid world of the drivers, befriended by a UFO conspiracy theorist, confronted by rival repo agents, discovers some of his one-time friends have turned to a life of crime, is lectured to near cosmic unconsciousness by the repo agency grounds worker, and finds himself entangled in a web of intrigue concerning a huge repossession bounty on a 1964 Chevy Malibu driven by a lunatic government scientist, with Top Secret cargo in the trunk.",It’s 4 a.m. Do you know where your car is?,1500000,2300000,6.7,636,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,3
The Crush,1993,89,"Cary Elwes, Alicia Silverstone, Jennifer Rubin",5.8,34.0,23029,13609396.0,"Nick Eliot, a 28-year-old newspaper reporter, moves into the guest house of the Forresters. Everything goes fine until he meets 14-year-old Adrienne, the Forresters' only child. When she develops a crush and is rebuffed, she retaliates with vengeance.",He thought it was just a crush. He was dead wrong.,6000000,13609396,6.618,516,4,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,3
Halloween: The Curse of Michael Myers,1995,87,"Donald Pleasence, Paul Rudd, Marianne Hagan",4.7,10.0,44335,15116634.0,"Six years after Michael Myers' last massacre in Haddonfield, Jamie Lloyd has a child, but is then killed by Michael. Michael is allied with the Cult of Thorn, who both protect him and gave him the Curse of Thorn, the reason he killed all of his family. The Strode Family also moved into the Myers' house and are stalked by Michael. Sam Loomis and Tommy Doyle, a boy Laurie babysat during Michael's first rampage, are now out to stop Michael and the cult. Michael heads to kill Jamie's son and the rest of Laurie's family, but Dr. Loomis and Tommy plan to stop the curse, defeat the cult, stop Michael, and put an end to his murderous rampages, once and for all.",Terror never rests in peace.,5000000,15116634,5.2,1161,9,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3,1
Cujo,1983,93,"Dee Wallace, Daniel Hugh Kelly, Danny Pintauro",6.1,57.0,53549,21156152.0,"Donna Trenton is a frustrated suburban housewife whose life is in turmoil after her husband learns about her having an affair. Brett Camber is a young boy whose only companion is a Saint-Bernard named ""Cujo"", who in turn is bitten by a rabid bat. Whilst Vic, Donna's husband is away on business, and thinking over his marital troubles, Donna and her 5-year-old son Tad take her Pinto to Brett Cambers' dad's car shop... the car fails, and ""Cujo"" is very, very sick...","Now, there's a new name for terror.",5000000,21200000,6.153,1052,8,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,4
A Lot Like Love,2005,107,"Ashton Kutcher, Amanda Peet, Taryn Manning",6.6,48.0,71820,21845719.0,"On a flight from LA to NY, Oliver and Emily make a connection, only to decide that they are not meant to be together. Over the next seven years, however, they are reunited repeatedly, and go from acquaintances to close friends to ...",There's nothing better than a great romance... to ruin a perfectly good friendship.,30000000,42886719,6.8,1312,4,22,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,3
I Can Only Imagine,2018,110,"John Michael Finley, Madeline Carroll, Dennis Quaid",7.3,30.0,19549,83482352.0,"10-year-old Bart Millard lives with his mother and abusive father Arthur in Texas. One day his mother drops him off at a Christian camp where he meets Shannon. Upon his return from camp, Bart finds his mother has left and movers are removing her belongings. He angrily confronts his father, who denies that his abusiveness was the reason she left. Years later, in high school, Bart and Shannon are dating. Bart plays football to please his father, but is injured, breaking both ankles and ending his career. The only elective with openings is music class, so he reluctantly signs up..",The song you know. The story you don't.,7000000,86086881,7.5,482,3,16,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,6,5
The Muppets,2011,103,"Amy Adams, Jason Segel, Chris Cooper",7.1,75.0,99159,88631237.0,"When 3 Muppet fans learn that Tex Richman wants to drill under the Muppet Theater for oil, Gary, Mary and Walter set out to find the Muppets who have been split up for years so that they can put on one last show and save the Muppet Theater. Kermit the Frog now lives in his own mansion depressed in Hollywood, 'The Great Gonzo' is a high class plumber at Gonzo's Royal Flush, Fozzie Bear performs with a tribute band called The Moopets, Miss Piggy is the plus-size fashion editor at Vogue Paris, and Animal is at a celebrity anger management rehab center in Santa Barbara.",Get ready for Muppet domination.,45000000,165184237,6.7,1615,11,23,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,18,43
